,choose_u,group_id,priority,choose_house_id,wait_turn,family_members_num,house_size,avg_area
0,16.0,3>=family_num>=2,False,house_83,1.0,2.0,48.35,24.175
69,16.2,3>=family_num>=2,False,house_39,1.0,3.0,57.5,19.166666666666668
1,13.8,family_num=1,False,house_74,1.0,1.0,42.82,42.82
68,15.2,family_num=1,False,house_25,1.0,1.0,42.2,42.2
63,17.0,3>=family_num>=2,False,house_51,2.0,2.0,46.1,23.05
24,14.6,3>=family_num>=2,False,house_85,1.0,3.0,48.7,16.233333333333334
52,14.2,3>=family_num>=2,False,house_19,1.0,2.0,27.76,13.88
49,17.0,family_num=1,False,house_30,1.0,1.0,44.6,44.6
57,9.4,family_num>3,False,house_44,2.0,4.0,46.14,11.535
56,12.0,family_num=1,False,house_64,2.0,1.0,48.75,48.75
50,15.0,3>=family_num>=2,False,house_52,2.0,2.0,44.3,22.15
39,18.0,family_num=1,True,house_4,2.0,1.0,61.7,61.7
62,14.4,family_num>3,False,house_37,5.0,4.0,58.0,14.5
53,11.8,family_num>3,False,house_57,3.0,4.0,60.1,15.025
27,14.6,family_num>3,True,house_78,2.0,4.0,60.3,15.075
38,16.2,family_num>3,True,house_77,3.0,4.0,60.0,15.0
30,14.6,3>=family_num>=2,False,house_54,4.0,2.0,58.54,29.27
48,15.0,3>=family_num>=2,False,house_3,5.0,2.0,61.5,30.75
