type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,54,9.584888888888887,25.89,6.763,12.548366013071895,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,54,3.7666666666666666,3.272727272727273,3.9,3.686274509803922,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,54,2.1666666666666665,2.0,2.2,2.1372549019607843,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,54,,,,213.7775944161433,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,54,,,,320.0,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,55,8.288277777777777,22.815454545454543,7.4735,11.261830065359478,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,55,4.0,3.727272727272727,3.2,3.784313725490196,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,55,1.9333333333333331,1.818181818181818,2.1,1.9411764705882355,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,55,,,,195.07051427068652,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,55,,,,272.0,1,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,56,5.081944444444445,14.651818181818184,5.7495,7.2769281045751635,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,56,5.333333333333333,5.0,4.5,5.098039215686274,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,56,1.2,3.8181818181818175,1.8,1.8823529411764703,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,56,,,,160.55175330855656,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,56,,,,196.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,57,5.067944444444445,14.651818181818184,4.425,7.008986928104576,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,57,5.366666666666666,5.0,4.8,5.176470588235294,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,57,1.1,3.8181818181818175,1.1,1.6862745098039216,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,57,,,,160.23154292793373,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,57,,,,214.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_rentmoney,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,58,0.6677777777777778,22.60363636363636,0.0,5.268104575163398,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,58,6.566666666666666,3.8181818181818175,6.7,6.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,58,2.0,1.0,2.4,1.862745098039216,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,58,,,,182.84303976248447,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,58,,,,244.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,59,2.8859444444444446,30.48090909090909,1.5425,8.574379084967319,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,59,5.833333333333333,2.727272727272727,6.3,5.254901960784314,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,59,3.2,1.0,3.5,2.784313725490196,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,59,,,,248.35323953821185,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,59,,,,335.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,random_avg,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,60,9.620444444444445,37.85090909090909,4.401,14.6859477124183,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,housing_points,multi_list,2,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,60,3.8666666666666663,1.6363636363636365,4.9,3.588235294117647,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,housing_points,multi_list,2,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,60,3.8333333333333335,1.0909090909090908,4.7,3.411764705882353,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,housing_points,multi_list,2,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,60,,,,268.24880939595886,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,housing_points,multi_list,2,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,60,,,,400.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver1,housing_points,multi_list,2,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,61,2.4095555555555555,0.0,1.5375,1.7188562091503268,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,61,5.966666666666667,7.363636363636363,6.2,6.313725490196078,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,61,2.033333333333333,2.1818181818181817,1.2,1.9019607843137252,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,61,,,,37.02551639326754,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,61,,,,49.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,62,3.292055555555556,4.054545454545455,2.6525,3.331111111111111,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,62,5.633333333333334,6.636363636363637,5.4,5.803921568627451,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,62,2.066666666666667,2.8181818181818183,1.5,2.117647058823529,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,62,,,,74.31710453885256,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#random_avg,62,,,,98.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,2,random_avg,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,63,9.555333333333332,30.520909090909093,4.547499999999999,13.095392156862744,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,63,3.7,2.5454545454545454,5.1,3.725490196078432,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,63,3.7,1.0909090909090908,5.1,3.411764705882353,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,63,,,,244.56622816865303,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,63,,,,341.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,64,9.556444444444445,34.37363636363636,4.545,13.926535947712418,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,64,3.8,2.1818181818181817,5.1,3.7058823529411766,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,64,3.533333333333333,1.0909090909090908,5.0,3.294117647058824,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,64,,,,260.63636741210644,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,64,,,,367.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver1,base,multi_list,2,house_type,,
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,65,11.814880952380951,22.005454545454544,8.475,13.42095238095238,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,65,2.107142857142857,2.636363636363636,2.0,2.204081632653061,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,65,1.75,1.6363636363636365,1.9,1.7551020408163265,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,65,,,,192.3420430555556,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,65,,,,258.0,3,7,6,1,8,1,10,2,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,
