,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,53.0,2.466666666666667,1.6363636363636365,3.2,2.431372549019608,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,53.0,,,,207.53219766809767,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,53.0,,,,321.0,4.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.2, 0.3, 0.3, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,276.0,10.3092$\pm$0.0058,33.2682$\pm$0.0000,4.1067$\pm$0.0130,14.0450$\pm$0.0008,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,276.0,3.8000$\pm$0.0333,2.1818$\pm$0.0000,5.1000$\pm$0.3000,3.7059$\pm$0.0784,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,276.0,2.6500$\pm$0.2500,1.2727$\pm$0.0000,4.2000$\pm$0.2000,2.6569$\pm$0.1863,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,276.0,,,,245.2222$\pm$0.0336,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
Rop,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,True,276.0,,,,405.5000$\pm$0.5000,5.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.2, 0.2, 0.2, 0.2, 0.2]",
mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,58.0,12.603722222222222,9.837272727272728,7.656000000000001,11.0368954248366,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,58.0,3.1,5.363636363636363,3.5,3.6666666666666665,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,58.0,2.1,4.454545454545454,3.2,2.823529411764706,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,58.0,,,,133.23883973525136,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,False,58.0,,,,224.0,3.0,10.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.5,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,25.0,11.5025$\pm$0.3222,15.8664$\pm$1.9182,8.5380$\pm$1.2393,11.8625$\pm$0.3602,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,25.0,2.9000$\pm$0.2000,4.3182$\pm$0.0455,3.0000$\pm$0.7000,3.2255$\pm$0.2451,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,25.0,1.7667$\pm$0.1000,3.1364$\pm$0.2273,1.8000$\pm$0.2000,2.0686$\pm$0.1471,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,25.0,,,,162.9376$\pm$9.5773,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,25.0,,,,258.5000$\pm$14.5000,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,43.0,9.7457$\pm$0.3274,21.7609$\pm$0.4764,7.7329$\pm$2.0709,11.9426$\pm$0.3162,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,43.0,6.6333$\pm$0.1000,6.1364$\pm$0.0455,7.1000$\pm$0.3000,6.6176$\pm$0.0098,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,43.0,5.9333$\pm$0.0333,5.4545$\pm$0.0000,6.9000$\pm$0.2000,6.0196$\pm$0.0588,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,43.0,,,,188.7723$\pm$2.7510,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,True,43.0,,,,280.0000$\pm$17.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,1.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,263.0,9.2041$\pm$0.7518,22.9023$\pm$0.0868,9.2376$\pm$1.0071,12.1652$\pm$0.2635,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,263.0,6.3833$\pm$0.2833,6.0455$\pm$0.0455,6.1000$\pm$0.7000,6.2549$\pm$0.0392,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,263.0,4.9833$\pm$0.1833,4.2273$\pm$0.2273,5.1000$\pm$0.2000,4.8431$\pm$0.1961,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,263.0,,,,194.3905$\pm$3.2645,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t1_h1))_p#singlelist,True,263.0,,,,256.0000$\pm$20.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,86.0,10.0067$\pm$0.4268,24.4345$\pm$1.6782,5.6356$\pm$0.8069,12.2615$\pm$0.2691,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,86.0,5.3833$\pm$0.0500,4.6364$\pm$0.0000,5.4500$\pm$0.0500,5.2353$\pm$0.0196,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,86.0,4.1833$\pm$0.0833,3.5909$\pm$0.1364,4.2000$\pm$0.3000,4.0588$\pm$0.1373,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,86.0,,,,207.7589$\pm$3.8575,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,True,86.0,,,,320.5000$\pm$10.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,3.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,216.0,9.0630$\pm$1.2253,26.3418$\pm$1.0382,5.8080$\pm$1.8857,12.1516$\pm$0.1271,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,216.0,4.6500$\pm$0.1833,3.5000$\pm$0.1364,4.4000$\pm$0.7000,4.3529$\pm$0.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,216.0,3.0500$\pm$0.1500,2.5000$\pm$0.1364,2.8000$\pm$0.1000,2.8824$\pm$0.1373,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,216.0,,,,220.1129$\pm$2.9576,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t5_h1))_p#singlelist,True,216.0,,,,346.5000$\pm$36.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,2.0,5.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,211.0,10.6325$\pm$0.2083,17.2795$\pm$2.0268,8.2989$\pm$1.2354,11.6086$\pm$0.0724,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,211.0,5.2167$\pm$0.0167,5.5909$\pm$0.5000,5.5000$\pm$0.1000,5.3529$\pm$0.0980,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,211.0,3.7167$\pm$0.3167,4.1364$\pm$0.4091,4.6500$\pm$0.3500,3.9902$\pm$0.3431,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,211.0,,,,175.1802$\pm$11.1513,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t1_h1))_p#singlelist,True,211.0,,,,261.5000$\pm$24.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,99.0,11.0533$\pm$0.0172,16.1086$\pm$1.6668,4.4451$\pm$0.4041,10.8480$\pm$0.2701,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,99.0,3.5833$\pm$0.0833,3.9545$\pm$0.4091,4.5500$\pm$0.7500,3.8529$\pm$0.1078,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,99.0,2.5667$\pm$0.3000,2.7273$\pm$0.4545,3.1500$\pm$0.3500,2.7157$\pm$0.3431,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,99.0,,,,167.7015$\pm$10.0302,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_4t_6h(step_num(t2_h1))_p#singlelist,True,99.0,,,,283.5000$\pm$29.5000,1.0,10.0000$\pm$0.0000,6.0,1.0,4.0,2.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,True,244.0,10.5255$\pm$0.8651,28.6700$\pm$1.2155,6.9020$\pm$2.7435,13.7285$\pm$0.2331,1.0,9.5000$\pm$0.5000,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,True,244.0,4.0833$\pm$0.0500,3.1364$\pm$0.0455,4.8500$\pm$1.2500,4.0294$\pm$0.2059,1.0,9.5000$\pm$0.5000,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_1h_p#singlelist,True,244.0,2.4500$\pm$0.5167,2.1818$\pm$0.4545,2.3500$\pm$0.7500,2.3725$\pm$0.5490,1.0,9.5000$\pm$0.5000,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_1h_p#singlelist,True,244.0,,,,230.0871$\pm$4.2513,1.0,9.5000$\pm$0.5000,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_5t_1h_p#singlelist,True,244.0,,,,348.0000$\pm$32.0000,1.0,9.5000$\pm$0.5000,1.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,197.0,11.2663$\pm$0.4319,21.8227$\pm$0.3882,5.4025$\pm$0.2335,12.3934$\pm$0.2161,1.0,10.0000$\pm$0.0000,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,197.0,4.3167$\pm$0.1167,4.4545$\pm$0.1818,5.5500$\pm$0.1500,4.5882$\pm$0.0588,1.0,10.0000$\pm$0.0000,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,197.0,2.9333$\pm$0.1000,2.3636$\pm$0.0909,2.8500$\pm$0.0500,2.7941$\pm$0.0490,1.0,10.0000$\pm$0.0000,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,197.0,,,,191.1989$\pm$2.9014,1.0,10.0000$\pm$0.0000,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h2))_p#singlelist,True,197.0,,,,299.5000$\pm$6.5000,1.0,10.0000$\pm$0.0000,3.0,2.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,True,177.0,9.9724$\pm$0.5876,23.4345$\pm$0.6373,6.3747$\pm$2.2687,12.1706$\pm$0.0383,1.0,10.0000$\pm$0.0000,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,True,177.0,5.0333$\pm$0.3333,5.1364$\pm$0.1364,5.5500$\pm$0.9500,5.1569$\pm$0.0196,1.0,10.0000$\pm$0.0000,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,True,177.0,3.7667$\pm$0.0000,3.4545$\pm$0.0000,4.0000$\pm$0.0000,3.7451$\pm$0.0000,1.0,10.0000$\pm$0.0000,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,True,177.0,,,,210.8463$\pm$13.0842,1.0,10.0000$\pm$0.0000,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h(step_num(t1_h3))_p#singlelist,True,177.0,,,,306.0000$\pm$25.0000,1.0,10.0000$\pm$0.0000,3.0,3.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,76.0,8.2869$\pm$0.1257,26.6182$\pm$0.7518,8.7755$\pm$1.1077,12.3365$\pm$0.4533,1.0,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,76.0,4.8833$\pm$0.2167,3.2727$\pm$0.0909,3.3500$\pm$0.4500,4.2353$\pm$0.2353,1.0,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,76.0,2.2833$\pm$0.6167,1.8182$\pm$0.4545,1.9000$\pm$0.5000,2.1078$\pm$0.5588,1.0,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,76.0,,,,213.9905$\pm$3.8078,1.0,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_5t_3h_p#singlelist,True,76.0,,,,292.5000$\pm$16.5000,1.0,10.0000$\pm$0.0000,3.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,True,16.0,10.2582$\pm$0.9211,24.6291$\pm$1.2764,6.8745$\pm$2.8010,12.6943$\pm$0.2679,1.0,10.0000$\pm$0.0000,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,True,16.0,4.6000$\pm$0.1333,4.3636$\pm$0.4545,5.2500$\pm$0.9500,4.6765$\pm$0.0098,1.0,10.0000$\pm$0.0000,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,True,16.0,3.6667$\pm$0.0333,3.2273$\pm$0.0455,3.8000$\pm$0.1000,3.5980$\pm$0.0490,1.0,10.0000$\pm$0.0000,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,True,16.0,,,,209.7746$\pm$7.2859,1.0,10.0000$\pm$0.0000,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,True,16.0,,,,322.0000$\pm$38.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,True,124.0,8.9366$\pm$0.6483,24.3527$\pm$1.5373,7.1182$\pm$0.3552,11.9051$\pm$0.6433,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,True,124.0,3.8833$\pm$0.1167,3.5000$\pm$0.2273,3.5500$\pm$0.3500,3.7353$\pm$0.0490,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_8t_6h_p#singlelist,True,124.0,2.0500$\pm$0.1167,1.9091$\pm$0.0909,2.1500$\pm$0.0500,2.0392$\pm$0.0980,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_8t_6h_p#singlelist,True,124.0,,,,204.4241$\pm$9.3535,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
Rop,ver1_nofilter_singlelist_8t_6h_p#singlelist,True,124.0,,,,296.0000$\pm$24.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,single_list,2.0,single_list,,
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,257.0,13.402246376811592,29.610000000000003,9.699722222222222,16.4678373015873,3.0,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,1.0,house_type,,
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,257.0,1.6956521739130437,2.2,2.0,1.880952380952381,3.0,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,1.0,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,257.0,1.608695652173913,1.2,1.4444444444444444,1.4761904761904765,3.0,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,1.0,house_type,,
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose1,False,257.0,,,,215.94791365937576,3.0,6.0,6.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,1.0,house_type,,
