,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
var_mean_house_area,optimized_task_config_174,False,71.0,,,,123.23145643555898,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,portion_housesize,,False
Rop,optimized_task_config_174,False,71.0,,,,198.0,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,portion_housesize,,False
mean_house_area,optimized_task_config_175,False,29.0,4.9605,14.064545454545454,10.156,7.942843137254902,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,2.0,portion_housesize,,False
mean_wait_turn,optimized_task_config_175,False,29.0,4.4,3.4545454545454546,2.6,3.843137254901961,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,2.0,portion_housesize,,False
mean_idle_wait_turn,optimized_task_config_175,False,29.0,1.7,2.727272727272727,1.0,1.7843137254901962,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,2.0,portion_housesize,,False
var_mean_house_area,optimized_task_config_175,False,29.0,,,,150.12635711264895,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,2.0,portion_housesize,,False
Rop,optimized_task_config_175,False,29.0,,,,189.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver2,priority,house_type,2.0,portion_housesize,,False
mean_house_area,optimized_task_config_176,False,245.0,10.853166666666668,19.507272727272724,8.56725,12.271519607843135,3.0,10.0,1.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,priority,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_176,False,245.0,3.7666666666666666,4.2727272727272725,3.7,3.862745098039216,3.0,10.0,1.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,priority,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_176,False,245.0,2.7333333333333334,4.0,2.1,2.8823529411764706,3.0,10.0,1.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,priority,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_176,False,245.0,,,,187.4114689462386,3.0,10.0,1.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,priority,house_type,5.0,house_type,,False
Rop,optimized_task_config_176,False,245.0,,,,279.0,3.0,10.0,1.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,priority,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_177,False,268.0,8.747333333333332,17.975454545454546,2.2662500000000003,9.466911764705882,4.0,10.0,6.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver1,base,portionfamily_members_num,3.0,random_avg,"[0.25, 0.25, 0.25, 0.25]",False
mean_wait_turn,optimized_task_config_177,False,268.0,3.966666666666667,3.5454545454545454,5.3,4.137254901960785,4.0,10.0,6.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver1,base,portionfamily_members_num,3.0,random_avg,"[0.25, 0.25, 0.25, 0.25]",False
mean_idle_wait_turn,optimized_task_config_177,False,268.0,2.7,1.0,4.4,2.6666666666666665,4.0,10.0,6.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver1,base,portionfamily_members_num,3.0,random_avg,"[0.25, 0.25, 0.25, 0.25]",False
var_mean_house_area,optimized_task_config_177,False,268.0,,,,185.86112876617963,4.0,10.0,6.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver1,base,portionfamily_members_num,3.0,random_avg,"[0.25, 0.25, 0.25, 0.25]",False
Rop,optimized_task_config_177,False,268.0,,,,322.0,4.0,10.0,6.0,1.0,8.0,1.0,10.0,5.0,kwaitlist,,ver1,base,portionfamily_members_num,3.0,random_avg,"[0.25, 0.25, 0.25, 0.25]",False
mean_house_area,optimized_task_config_178,False,148.0,9.84522222222222,18.41,11.30225,11.978218954248364,3.0,9.0,6.0,1.0,9.0,1.0,13.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_178,False,148.0,2.6,2.909090909090909,1.7,2.4901960784313726,3.0,9.0,6.0,1.0,9.0,1.0,13.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_178,False,148.0,1.6666666666666667,1.5454545454545454,1.3,1.568627450980392,3.0,9.0,6.0,1.0,9.0,1.0,13.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_178,False,148.0,,,,169.7870101857192,3.0,9.0,6.0,1.0,9.0,1.0,13.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_178,False,148.0,,,,215.0,3.0,9.0,6.0,1.0,9.0,1.0,13.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_179,False,218.0,1.972888888888889,11.568181818181818,1.4375,3.937483660130719,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
mean_wait_turn,optimized_task_config_179,False,218.0,5.633333333333334,4.363636363636363,6.1,5.450980392156863,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
mean_idle_wait_turn,optimized_task_config_179,False,218.0,2.2666666666666666,3.090909090909091,1.3,2.2549019607843137,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
var_mean_house_area,optimized_task_config_179,False,218.0,,,,118.26435908197703,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
Rop,optimized_task_config_179,False,218.0,,,,146.0,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
mean_house_area,optimized_task_config_180,False,219.0,11.682222222222224,19.33818181818182,8.036249999999999,12.618611111111113,3.0,8.0,7.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_180,False,219.0,2.8,3.0,2.8,2.843137254901961,3.0,8.0,7.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_180,False,219.0,1.7,1.818181818181818,1.1,1.607843137254902,3.0,8.0,7.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_180,False,219.0,,,,189.41806818264345,3.0,8.0,7.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_180,False,219.0,,,,281.0,3.0,8.0,7.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_181,False,5.0,9.938444444444444,15.019090909090908,9.14755,10.879192810457514,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_wait_turn,optimized_task_config_181,False,5.0,3.2666666666666666,3.4545454545454546,3.3,3.313725490196078,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_idle_wait_turn,optimized_task_config_181,False,5.0,1.4,3.4545454545454546,1.0,1.7647058823529411,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
var_mean_house_area,optimized_task_config_181,False,5.0,,,,159.23840477818356,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
Rop,optimized_task_config_181,False,5.0,,,,224.0,3.0,10.0,3.0,1.0,8.0,1.0,10.0,1.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_house_area,optimized_task_config_182,False,64.0,11.481166666666663,21.793636363636367,7.998499999999998,13.022549019607842,3.0,9.0,6.0,1.0,8.0,1.0,11.0,3.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_wait_turn,optimized_task_config_182,False,64.0,2.833333333333333,2.4545454545454546,3.1,2.803921568627451,3.0,9.0,6.0,1.0,8.0,1.0,11.0,3.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_182,False,64.0,2.6,1.7272727272727273,2.5,2.392156862745098,3.0,9.0,6.0,1.0,8.0,1.0,11.0,3.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
var_mean_house_area,optimized_task_config_182,False,64.0,,,,194.1274526528258,3.0,9.0,6.0,1.0,8.0,1.0,11.0,3.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
Rop,optimized_task_config_182,False,64.0,,,,293.0,3.0,9.0,6.0,1.0,8.0,1.0,11.0,3.0,kwaitlist,,ver2,priority,house_type,4.0,house_type,,False
mean_house_area,optimized_task_config_183,False,271.0,5.199055555555556,11.92818181818182,9.09025,7.413415032679739,3.0,10.0,6.0,1.0,9.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,2.0,portion_housesize,,False
mean_wait_turn,optimized_task_config_183,False,271.0,7.0,6.545454545454546,3.2,6.15686274509804,3.0,10.0,6.0,1.0,9.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,2.0,portion_housesize,,False
mean_idle_wait_turn,optimized_task_config_183,False,271.0,3.4,5.636363636363637,1.5,3.5098039215686274,3.0,10.0,6.0,1.0,9.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,2.0,portion_housesize,,False
var_mean_house_area,optimized_task_config_183,False,271.0,,,,144.65561395029692,3.0,10.0,6.0,1.0,9.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,2.0,portion_housesize,,False
Rop,optimized_task_config_183,False,271.0,,,,164.0,3.0,10.0,6.0,1.0,9.0,1.0,14.0,1.0,kwaitlist,,ver2,priority,house_type,2.0,portion_housesize,,False
mean_house_area,optimized_task_config_184,False,41.0,11.220777777777778,20.916363636363634,8.20055,12.719781045751636,3.0,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_184,False,41.0,5.033333333333333,4.818181818181818,5.2,5.019607843137255,3.0,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_184,False,41.0,4.1,4.181818181818182,3.5,4.0,3.0,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_184,False,41.0,,,,179.69112442319187,3.0,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_184,False,41.0,,,,256.0,3.0,10.0,6.0,1.0,5.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_185,False,261.0,15.815,36.13,11.525,21.87166666666667,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_185,False,261.0,2.333333333333333,1.0,2.0,1.8333333333333333,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_185,False,261.0,2.0,1.0,2.0,1.6666666666666667,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_185,False,261.0,,,,189.9733222222222,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_185,False,261.0,,,,6.0,3.0,3.0,6.0,1.0,8.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_186,False,84.0,9.9175,14.67,9.4925,10.85921568627451,3.0,10.0,6.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver1,base,portionfamily_members_num,4.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_wait_turn,optimized_task_config_186,False,84.0,4.533333333333333,4.636363636363637,2.7,4.196078431372549,3.0,10.0,6.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver1,base,portionfamily_members_num,4.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_idle_wait_turn,optimized_task_config_186,False,84.0,3.1,4.090909090909091,1.0,2.9019607843137254,3.0,10.0,6.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver1,base,portionfamily_members_num,4.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
var_mean_house_area,optimized_task_config_186,False,84.0,,,,157.65761046872996,3.0,10.0,6.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver1,base,portionfamily_members_num,4.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
Rop,optimized_task_config_186,False,84.0,,,,221.0,3.0,10.0,6.0,1.0,8.0,1.0,11.0,2.0,kwaitlist,,ver1,base,portionfamily_members_num,4.0,portion_rentmoney,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",False
mean_house_area,optimized_task_config_187,False,122.0,10.592333333333332,22.44545454545454,9.2195,12.879705882352942,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_wait_turn,optimized_task_config_187,False,122.0,2.3,2.1818181818181817,2.3,2.2745098039215685,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_187,False,122.0,1.933333333333333,1.9090909090909087,1.8,1.9019607843137247,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
var_mean_house_area,optimized_task_config_187,False,122.0,,,,199.80370040369093,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
Rop,optimized_task_config_187,False,122.0,,,,287.0,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,3.0,house_type,,False
mean_house_area,optimized_task_config_188,False,139.0,9.345,22.12,0.0,11.3085,3.0,5.0,6.0,1.0,9.0,3.0,11.0,5.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
mean_wait_turn,optimized_task_config_188,False,139.0,2.2,2.6666666666666665,3.5,2.6,3.0,5.0,6.0,1.0,9.0,3.0,11.0,5.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
mean_idle_wait_turn,optimized_task_config_188,False,139.0,1.0,1.3333333333333333,1.0,1.1,3.0,5.0,6.0,1.0,9.0,3.0,11.0,5.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
var_mean_house_area,optimized_task_config_188,False,139.0,,,,207.53190025000004,3.0,5.0,6.0,1.0,9.0,3.0,11.0,5.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
Rop,optimized_task_config_188,False,139.0,,,,18.0,3.0,5.0,6.0,1.0,9.0,3.0,11.0,5.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
mean_house_area,optimized_task_config_189,False,46.0,14.03138888888889,33.26666666666667,8.002500000000001,16.861329365079364,3.0,7.0,7.0,1.0,8.0,1.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_189,False,46.0,2.583333333333333,1.4444444444444444,3.4444444444444446,2.523809523809524,3.0,7.0,7.0,1.0,8.0,1.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_189,False,46.0,1.9166666666666667,1.4444444444444444,2.111111111111111,1.8571428571428568,3.0,7.0,7.0,1.0,8.0,1.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_189,False,46.0,,,,223.2576133948256,3.0,7.0,7.0,1.0,8.0,1.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_189,False,46.0,,,,239.0,3.0,7.0,7.0,1.0,8.0,1.0,14.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_190,False,175.0,9.990777777777778,15.613636363636363,12.437,11.683202614379086,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_190,False,175.0,2.1666666666666665,2.636363636363636,1.2,2.07843137254902,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_190,False,175.0,1.6,2.0,1.2,1.607843137254902,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_190,False,175.0,,,,163.74523407877314,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_190,False,175.0,,,,207.0,3.0,9.0,6.0,1.0,9.0,1.0,10.0,2.0,kwaitlist,,ver1,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_191,False,194.0,1.4127777777777777,3.836363636363637,4.2435,2.4905555555555554,3.0,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
mean_wait_turn,optimized_task_config_191,False,194.0,4.866666666666666,5.0,3.6,4.647058823529412,3.0,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
mean_idle_wait_turn,optimized_task_config_191,False,194.0,1.8,1.818181818181818,1.2,1.6862745098039216,3.0,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
var_mean_house_area,optimized_task_config_191,False,194.0,,,,58.36094680464779,3.0,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
Rop,optimized_task_config_191,False,194.0,,,,60.0,3.0,9.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,,ver1,priority,house_type,2.0,random_avg,,False
mean_house_area,optimized_task_config_192,False,246.0,4.791888888888889,14.145454545454548,6.84225,7.211356209150328,3.0,10.0,6.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,base,house_type,4.0,portion_housesize,,False
mean_wait_turn,optimized_task_config_192,False,246.0,6.533333333333333,5.636363636363637,4.8,6.0,3.0,10.0,6.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,base,house_type,4.0,portion_housesize,,False
mean_idle_wait_turn,optimized_task_config_192,False,246.0,2.433333333333333,4.454545454545454,1.0,2.588235294117647,3.0,10.0,6.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,base,house_type,4.0,portion_housesize,,False
var_mean_house_area,optimized_task_config_192,False,246.0,,,,139.7692597756205,3.0,10.0,6.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,base,house_type,4.0,portion_housesize,,False
Rop,optimized_task_config_192,False,246.0,,,,185.0,3.0,10.0,6.0,1.0,8.0,1.0,12.0,2.0,kwaitlist,,ver1,base,house_type,4.0,portion_housesize,,False
mean_house_area,optimized_task_config_193,False,235.0,14.134444444444446,41.28,0.0,20.827222222222225,3.0,2.0,3.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,portion_rentmoney,,False
mean_wait_turn,optimized_task_config_193,False,235.0,1.3333333333333333,1.5,2.0,1.5,3.0,2.0,3.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,portion_rentmoney,,False
mean_idle_wait_turn,optimized_task_config_193,False,235.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,portion_rentmoney,,False
var_mean_house_area,optimized_task_config_193,False,235.0,,,,288.71769413580245,3.0,2.0,3.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,portion_rentmoney,,False
Rop,optimized_task_config_193,False,235.0,,,,6.0,3.0,2.0,3.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,portion_rentmoney,,False
mean_house_area,optimized_task_config_194,False,88.0,2.574388888888889,7.947272727272727,7.553500000000001,4.7095424836601305,3.0,10.0,5.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
mean_wait_turn,optimized_task_config_194,False,88.0,5.4,5.181818181818182,3.6,5.0,3.0,10.0,5.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
mean_idle_wait_turn,optimized_task_config_194,False,88.0,2.1333333333333333,2.909090909090909,1.1,2.0980392156862746,3.0,10.0,5.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
var_mean_house_area,optimized_task_config_194,False,88.0,,,,104.7524288756461,3.0,10.0,5.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
Rop,optimized_task_config_194,False,88.0,,,,95.0,3.0,10.0,5.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,,ver2,priority,house_type,2.0,random_avg,,False
mean_house_area,optimized_task_config_195,False,213.0,19.648,44.53666666666666,13.63125,25.911250000000003,3.0,3.0,6.0,1.0,5.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_195,False,213.0,1.8,2.333333333333333,1.0,1.8,3.0,3.0,6.0,1.0,5.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_195,False,213.0,1.8,2.333333333333333,1.0,1.8,3.0,3.0,6.0,1.0,5.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_195,False,213.0,,,,158.5363365625,3.0,3.0,6.0,1.0,5.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_195,False,213.0,,,,9.0,3.0,3.0,6.0,1.0,5.0,5.0,10.0,2.0,kwaitlist,,ver2,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_196,False,192.0,7.711309523809524,22.872,10.45,11.440347222222222,3.0,10.0,6.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,base,house_type,3.0,portion_rentmoney,,False
mean_wait_turn,optimized_task_config_196,False,192.0,3.071428571428572,2.8,3.2,3.0416666666666665,3.0,10.0,6.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,base,house_type,3.0,portion_rentmoney,,False
mean_idle_wait_turn,optimized_task_config_196,False,192.0,1.2857142857142858,1.2,1.4,1.2916666666666667,3.0,10.0,6.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,base,house_type,3.0,portion_rentmoney,,False
var_mean_house_area,optimized_task_config_196,False,192.0,,,,184.1554416618441,3.0,10.0,6.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,base,house_type,3.0,portion_rentmoney,,False
Rop,optimized_task_config_196,False,192.0,,,,60.0,3.0,10.0,6.0,1.0,8.0,3.0,10.0,2.0,kwaitlist,,ver2,base,house_type,3.0,portion_rentmoney,,False
mean_house_area,optimized_task_config_198,False,49.0,21.82611111111112,42.82,11.525,27.107222222222223,3.0,1.0,1.0,1.0,8.0,4.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_198,False,49.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,4.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_198,False,49.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,4.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_198,False,49.0,,,,137.55356913580246,3.0,1.0,1.0,1.0,8.0,4.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
Rop,optimized_task_config_198,False,49.0,,,,2.0,3.0,1.0,1.0,1.0,8.0,4.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_199,False,34.0,9.613888888888887,26.88181818181818,8.631499999999999,13.145718954248364,3.0,9.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_199,False,34.0,2.466666666666667,1.818181818181818,2.5,2.333333333333333,3.0,9.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_199,False,34.0,1.6666666666666667,1.818181818181818,1.4,1.6470588235294117,3.0,9.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
var_mean_house_area,optimized_task_config_199,False,34.0,,,,210.30951233713523,3.0,9.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
Rop,optimized_task_config_199,False,34.0,,,,270.0,3.0,9.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_house_area,optimized_task_config_200,False,33.0,9.376444444444443,17.91909090909091,10.69675,11.477859477124184,3.0,10.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
mean_wait_turn,optimized_task_config_200,False,33.0,3.333333333333333,3.8181818181818175,2.1,3.196078431372549,3.0,10.0,1.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,base,house_type,2.0,house_type,,False
