type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,21.844166666666666,43.704,15.025,34.65416666666667
mean_wait_turn,2.0,1.0,4.0,1.625
var_mean_house_area,,,,142.3529611111111
Rop,,,,0.0
