type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,21.35375,41.971666666666664,14.958333333333334,26.33095238095238
mean_wait_turn,2.1666666666666665,1.0,3.6666666666666665,2.0476190476190474
var_mean_house_area,,,,122.59496893424037
Rop,,,,23.0
