type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,20.1475,38.242000000000004,13.849642857142857,21.931634615384613
mean_wait_turn,1.5,2.4,2.0,1.8076923076923077
mean_idle_wait_turn,1.3571428571428572,2.0,2.0,1.6538461538461537
var_mean_house_area,,,,83.05436028209238
Rop,,,,36.0
