type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,21.7797619047619,40.292500000000004,14.373750000000001,24.741555555555557
mean_wait_turn,1.4285714285714286,3.25,2.0,2.066666666666667
var_mean_house_area,,,,113.77391091358025
Rop,,,,6.0
