type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,9.499555555555556,12.318181818181818,6.77575,9.573415032679739
mean_wait_turn,3.466666666666667,4.545454545454546,3.8,3.764705882352941
var_mean_house_area,,,,166.81453148842323
Rop,,,,237.0
