,choose_u,group_id,priority,choose_house_id,wait_turn,family_members_num,house_size,avg_area
65,17.0,family_num=1,False,house_25,1.0,1.0,42.2,42.2
69,16.2,3>=family_num>=2,False,house_39,1.0,3.0,57.5,19.166666666666668
66,10.2,family_num>3,True,house_65,2.0,4.0,49.07,12.2675
0,15.0,3>=family_num>=2,False,house_51,2.0,2.0,46.1,23.05
68,15.0,family_num=1,True,house_19,2.0,1.0,27.76,27.76
63,17.0,3>=family_num>=2,False,house_30,1.0,2.0,44.6,22.3
2,15.4,3>=family_num>=2,False,house_4,2.0,3.0,61.7,20.566666666666666
60,15.4,3>=family_num>=2,False,house_10,1.0,2.0,38.05,19.025
1,16.0,family_num=1,False,house_98,3.0,1.0,44.5,44.5
64,15.8,3>=family_num>=2,False,house_74,2.0,3.0,42.82,14.273333333333333
23,16.0,3>=family_num>=2,False,house_85,1.0,2.0,48.7,24.35
67,15.5,3>=family_num>=2,False,house_83,2.0,2.0,48.35,24.175
54,18.0,3>=family_num>=2,False,house_64,1.0,2.0,48.75,24.375
62,16.9,family_num>3,False,house_57,2.0,4.0,60.1,15.025
33,15.4,3>=family_num>=2,True,house_13,1.0,2.0,38.25,19.125
52,14.5,3>=family_num>=2,False,house_52,1.0,2.0,44.3,22.15
57,10.0,family_num>3,True,house_71,3.0,4.0,42.82,10.705
27,15.2,family_num>3,False,house_46,1.0,4.0,44.75,11.1875
58,14.5,family_num=1,False,house_99,4.0,1.0,44.51,44.51
36,17.7,3>=family_num>=2,False,house_29,1.0,2.0,44.5,22.25
59,16.0,3>=family_num>=2,False,house_94,3.0,2.0,44.4,22.2
55,15.8,3>=family_num>=2,False,house_54,3.0,3.0,58.54,19.513333333333332
53,15.8,family_num>3,False,house_44,2.0,4.0,46.14,11.535
30,12.2,3>=family_num>=2,False,house_17,1.0,2.0,38.6,19.3
38,15.6,family_num>3,False,house_78,3.0,4.0,60.3,15.075
37,16.2,family_num>3,False,house_37,3.0,4.0,58.0,14.5
35,15.0,3>=family_num>=2,False,house_3,3.0,3.0,61.5,20.5
