type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,4.6016666666666675,14.683636363636362,8.651,7.570196078431373
mean_wait_turn,5.433333333333334,5.090909090909091,3.9,5.0588235294117645
var_mean_house_area,,,,163.62512741253366
Rop,,,,201.0
