tenant_ids,choose_u,group_id,priority,choose_house_id,wait_turn,IWT,family_members_num,house_size,avg_area
69,16.9,3>=family_num>=2,False,house_54,1.0,1.0,3.0,58.54,19.513333333333332
0,16.0,3>=family_num>=2,False,house_83,1.0,1.0,2.0,48.35,24.175
1,16.0,family_num=1,False,house_94,1.0,1.0,1.0,44.4,44.4
68,13.8,family_num=1,True,house_10,1.0,1.0,1.0,38.05,38.05
65,17.0,family_num=1,False,house_25,1.0,1.0,1.0,42.2,42.2
64,14.3,3>=family_num>=2,False,house_46,1.0,1.0,3.0,44.75,14.916666666666666
63,17.0,3>=family_num>=2,False,house_51,1.0,1.0,2.0,46.1,23.05
67,13.0,3>=family_num>=2,False,house_65,2.0,1.0,2.0,49.07,24.535
61,15.2,3>=family_num>=2,False,house_52,2.0,2.0,3.0,44.3,14.766666666666666
60,17.5,3>=family_num>=2,False,house_99,2.0,2.0,2.0,44.51,22.255
58,12.5,family_num=1,False,house_17,2.0,2.0,1.0,38.6,38.6
59,14.7,3>=family_num>=2,False,house_30,2.0,2.0,2.0,44.6,22.3
23,14.2,3>=family_num>=2,False,house_19,2.0,2.0,2.0,27.76,13.88
55,16.0,3>=family_num>=2,False,house_3,2.0,2.0,3.0,61.5,20.5
33,15.0,3>=family_num>=2,True,house_98,3.0,3.0,2.0,44.5,22.25
53,15.8,family_num>3,False,house_44,3.0,3.0,4.0,46.14,11.535
51,16.1,3>=family_num>=2,False,house_85,3.0,3.0,3.0,48.7,16.233333333333334
50,17.0,3>=family_num>=2,False,house_29,3.0,3.0,2.0,44.5,22.25
49,15.0,family_num=1,False,house_13,3.0,3.0,1.0,38.25,38.25
27,14.6,family_num>3,False,house_78,3.0,3.0,4.0,60.3,15.075
37,13.2,family_num>3,False,house_39,2.0,2.0,4.0,57.5,14.375
47,9.3,family_num>3,True,house_71,2.0,2.0,4.0,42.82,10.705
32,11.5,family_num=1,True,house_74,2.0,2.0,1.0,42.82,42.82
30,17.0,3>=family_num>=2,False,house_64,2.0,2.0,2.0,48.75,24.375
35,17.2,3>=family_num>=2,False,house_57,2.0,2.0,3.0,60.1,20.033333333333335
44,15.4,3>=family_num>=2,False,house_77,5.0,5.0,3.0,60.0,20.0
