type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,20.7140625,39.7425,13.431785714285713,21.645092592592594
mean_wait_turn,1.375,2.25,2.4285714285714284,1.7777777777777777
var_mean_house_area,,,,79.65537100480111
Rop,,,,61.0
