type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,10.840833333333334,15.252727272727272,9.53425,11.536225490196077
mean_wait_turn,5.233333333333333,6.090909090909091,5.4,5.450980392156863
mean_idle_wait_turn,3.4,3.727272727272727,4.3,3.6470588235294117
var_mean_house_area,,,,164.0289060281302
Rop,,,,237.0
