type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,19.752333333333333,44.6,13.2625,21.235833333333332
mean_wait_turn,2.0,2.0,3.0,2.25
mean_idle_wait_turn,1.4,1.0,2.5,1.625
var_mean_house_area,,,,93.54984444444446
Rop,,,,7.0
