type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,21.658333333333335,43.17666666666667,13.443333333333333,22.50638888888889
mean_wait_turn,2.3333333333333335,1.6666666666666667,4.0,2.7777777777777777
var_mean_house_area,,,,101.80181736111112
Rop,,,,22.0
