,choose_u,group_id,priority,choose_house_id,wait_turn,family_members_num,house_size,avg_area
0,14.2,3>=family_num>=2,False,house_10,1.0,2.0,38.05,19.025
1,16.0,family_num=1,False,house_94,1.0,1.0,44.4,44.4
66,13.4,family_num>3,False,house_51,1.0,4.0,46.1,11.525
65,17.0,family_num=1,False,house_25,1.0,1.0,42.2,42.2
67,15.5,3>=family_num>=2,True,house_83,1.0,2.0,48.35,24.175
64,12.4,3>=family_num>=2,False,house_65,1.0,3.0,49.07,16.356666666666666
63,18.0,3>=family_num>=2,False,house_39,1.0,2.0,57.5,28.75
61,14.0,3>=family_num>=2,False,house_54,2.0,3.0,58.54,19.513333333333332
62,14.4,family_num>3,False,house_99,3.0,4.0,44.51,11.1275
60,17.5,3>=family_num>=2,False,house_30,3.0,2.0,44.6,22.3
59,14.1,3>=family_num>=2,False,house_46,3.0,2.0,44.75,22.375
24,15.6,3>=family_num>=2,False,house_77,3.0,3.0,60.0,20.0
57,14.0,family_num>3,False,house_4,3.0,4.0,61.7,15.425
54,14.2,3>=family_num>=2,False,house_17,2.0,2.0,38.6,19.3
52,14.5,3>=family_num>=2,False,house_52,2.0,2.0,44.3,22.15
55,14.9,3>=family_num>=2,False,house_57,4.0,3.0,60.1,20.033333333333335
33,13.8,3>=family_num>=2,False,house_19,4.0,2.0,27.76,13.88
53,15.4,family_num>3,False,house_3,4.0,4.0,61.5,15.375
51,14.7,3>=family_num>=2,True,house_98,5.0,3.0,44.5,14.833333333333334
50,17.0,3>=family_num>=2,False,house_85,5.0,2.0,48.7,24.35
49,18.0,family_num=1,False,house_29,5.0,1.0,44.5,44.5
28,15.8,3>=family_num>=2,False,house_13,5.0,2.0,38.25,19.125
26,12.4,family_num=1,True,house_64,4.0,1.0,48.75,48.75
36,14.5,3>=family_num>=2,True,house_74,4.0,2.0,42.82,21.41
37,15.2,family_num>3,False,house_78,4.0,4.0,60.3,15.075
47,12.3,family_num>3,False,house_37,4.0,4.0,58.0,14.5
27,15.2,family_num>3,True,house_44,6.0,4.0,46.14,11.535
