type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,7.888222222222222,21.407272727272726,4.5825000000000005,10.155915032679736
mean_wait_turn,4.5,4.909090909090909,5.1,4.705882352941177
var_mean_house_area,,,,256.20859513221404
Rop,,,,307.0
