type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,20.310555555555553,42.52571428571429,15.0,27.820333333333338
mean_wait_turn,2.8333333333333335,1.5714285714285714,3.0,2.4
var_mean_house_area,,,,128.37244405555555
Rop,,,,32.0
