type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,9.025,31.414545454545454,5.19,13.1021568627451
mean_wait_turn,4.8,3.0,4.6,4.372549019607843
var_mean_house_area,,,,251.40079534794316
Rop,,,,396.0
