type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,1.7725,23.2,4.5085,6.930588235294117
mean_wait_turn,6.166666666666667,4.2727272727272725,5.2,5.568627450980392
var_mean_house_area,,,,207.03567416378317
Rop,,,,249.0
