type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,5.9558333333333335,21.824545454545454,7.1135,9.605490196078431
mean_wait_turn,5.233333333333333,4.181818181818182,4.6,4.882352941176471
var_mean_house_area,,,,241.86210754837884
Rop,,,,271.0
