type_indicator,3>=family_num>=2,family_num=1,family_num>3,all
mean_house_area,10.246444444444444,41.309999999999995,2.9925,15.52408496732026
mean_wait_turn,4.033333333333333,2.090909090909091,5.5,3.9019607843137254
var_mean_house_area,,,,274.33110667905504
Rop,,,,428.0
